date,day,discipline,event_id,headtohead,location,opponent,opponent_score,played_at_home,result,score,season,time,tournament
2013-11-04,Monday,m-baskbl,1736533,True,Crisler Center,Wayne State,60,True,Won,79,2013,7:00 p.m. ET,False
2013-11-08,Friday,m-baskbl,1736534,True,Crisler Center,UMass Lowell,42,True,Won,69,2013,7:00 p.m. ET,False
2013-11-12,Tuesday,m-baskbl,1736536,True,Crisler Center,South Carolina State,59,True,Won,93,2013,7:00 p.m. ET,False
2013-11-17,Sunday,m-baskbl,1736535,True,"Ames, Iowa",Iowa State,77,False,Lost,70,2013,4:00 p.m. CT,False
2013-11-21,Thursday,m-baskbl,1736537,True,"San Juan, Puerto Rico",Long Beach State,61,True,Won,85,2013,6:00 p.m. AT,True
2013-11-22,Friday,m-baskbl,1772129,True,"San Juan, Puerto Rico",Florida State,80,False,Won,82,2013,6:00 p.m. AT,True
2013-11-24,Sunday,m-baskbl,1736539,True,"San Juan, Puerto Rico",Charlotte,63,True,Lost,61,2013,7:30 p.m. AT,True
2013-11-29,Friday,m-baskbl,1736540,True,Crisler Center,Coppin State,45,True,Won,87,2013,3:00 p.m. ET,False
2013-12-03,Tuesday,m-baskbl,1736542,True,"Durham, N.C.",Duke,79,False,Lost,69,2013,9:20 p.m. ET,True
2013-12-07,Saturday,m-baskbl,1736543,True,Crisler Center,Houston Baptist,53,True,Won,107,2013,12:00 p.m. ET,False
2013-12-14,Saturday,m-baskbl,1736544,True,Crisler Center,Arizona,72,True,Lost,70,2013,12:00 p.m. ET,False
2013-12-21,Saturday,m-baskbl,1736545,True,"Brooklyn, N.Y.",Stanford,65,True,Won,68,2013,8:30 p.m. ET,True
2013-12-28,Saturday,m-baskbl,1736546,True,Crisler Center,Holy Cross,66,True,Won,88,2013,6:30 p.m. ET,False
2014-01-02,Thursday,m-baskbl,1739983,True,"Minneapolis, Minn.",Minnesota,60,False,Won,63,2013,6:00 p.m. CT,False
2014-01-05,Sunday,m-baskbl,1739984,True,Crisler Center,Northwestern,51,True,Won,74,2013,12:00 p.m. ET,False
2014-01-09,Thursday,m-baskbl,1739985,True,"Lincoln, Neb.",Nebraska,70,False,Won,71,2013,8:00 p.m. CT,False
2014-01-14,Tuesday,m-baskbl,1739986,True,Crisler Center,Penn State,67,True,Won,80,2013,8:00 p.m. ET,False
2014-01-18,Saturday,m-baskbl,1739988,True,"Madison, Wis.",Wisconsin,70,False,Won,77,2013,5:00 p.m. CT,False
2014-01-22,Wednesday,m-baskbl,1739989,True,Crisler Center,Iowa,67,True,Won,75,2013,7:00 p.m. ET,False
2014-01-25,Saturday,m-baskbl,1736547,True,"East Lansing, Mich.",Michigan State,75,False,Won,80,2013,7:00 p.m. ET,False
2014-01-30,Thursday,m-baskbl,1739991,True,Crisler Center,Purdue,66,True,Won,75,2013,9:00 p.m. ET,False
2014-02-02,Sunday,m-baskbl,1739993,True,"Bloomington, Ind.",Indiana,63,False,Lost,52,2013,1:00 p.m. ET,False
2014-02-05,Wednesday,m-baskbl,1739994,True,Crisler Center,Nebraska,50,True,Won,79,2013,6:30 p.m. ET,False
2014-02-08,Saturday,m-baskbl,1783469,True,"Iowa City, Iowa",Iowa,85,False,Lost,67,2013,1:00 p.m. CT,False
2014-02-11,Tuesday,m-baskbl,1736548,True,"Columbus, Ohio",Ohio State,60,False,Won,70,2013,9:00 p.m. ET,False
2014-02-16,Sunday,m-baskbl,1739999,True,Crisler Center,Wisconsin,75,True,Lost,62,2013,1:00 p.m. ET,False
2014-02-23,Sunday,m-baskbl,1740001,True,Crisler Center,Michigan State,70,True,Won,79,2013,12:00 p.m. ET,False
2014-02-26,Wednesday,m-baskbl,1740006,True,"West Lafayette, Ind.",Purdue,76,False,Won,77,2013,7:00 p.m. ET,False
2014-03-01,Saturday,m-baskbl,1740008,True,Crisler Center,Minnesota,56,True,Won,66,2013,6:00 p.m. ET,False
2014-03-04,Tuesday,m-baskbl,1736549,True,"Champaign, Ill.",Illinois,53,False,Won,84,2013,6:00 p.m. CT,False
2014-03-08,Saturday,m-baskbl,1740011,True,Crisler Center,Indiana,80,True,Won,84,2013,6:00 p.m. ET,False
2014-03-14,Friday,m-baskbl,1794043,True,"Indianapolis, Ind.",Illinois,63,True,Won,64,2013,12:00 p.m. ET,True
2014-03-15,Saturday,m-baskbl,1795067,True,"Indianapolis, Ind.",Ohio State,69,True,Won,72,2013,1:40 p.m. ET,True
2014-03-16,Sunday,m-baskbl,1795190,True,"Indianapolis, Ind.",Michigan State,69,True,Lost,55,2013,3:30 p.m. ET,True
2014-03-20,Thursday,m-baskbl,1795273,True,"Milwaukee, Wis.",Wofford,40,True,Won,57,2013,6:10 p.m. CT,True
2014-03-22,Saturday,m-baskbl,1796383,True,"Milwaukee, Wis.",Texas,65,True,Won,79,2013,4:15 p.m. CT,True
2014-03-28,Friday,m-baskbl,1796733,True,"Indianapolis, Ind.",Tennessee,71,True,Won,73,2013,7:15 p.m. ET,True
2014-03-30,Sunday,m-baskbl,1798383,True,"Indianapolis, Ind.",Kentucky,75,True,Lost,72,2013,5:05 p.m. ET,True
2014-11-10,Monday,m-baskbl,1821087,True,Crisler Center,Wayne State,43,True,Won,86,2014,7:00 p.m. ET,False
2014-11-15,Saturday,m-baskbl,1821089,True,Crisler Center,Hillsdale,68,True,Won,92,2014,2:00 p.m. ET,False
2014-11-17,Monday,m-baskbl,1821090,True,Crisler Center,Bucknell,53,True,Won,77,2014,8:00 p.m. ET,True
2014-11-20,Thursday,m-baskbl,1821091,True,Crisler Center,Detroit,62,True,Won,71,2014,6:00 p.m. ET,True
2014-11-24,Monday,m-baskbl,1821105,True,"Brooklyn, N.Y.",Oregon,63,False,Won,70,2014,9:00 p.m. ET,True
2014-11-25,Tuesday,m-baskbl,1821093,True,"Brooklyn, N.Y.",Villanova,60,True,Lost,55,2014,10:00 p.m. ET,True
2014-11-29,Saturday,m-baskbl,1821094,True,Crisler Center,Nicholls State,62,True,Won,91,2014,4:00 p.m. ET,False
2014-12-02,Tuesday,m-baskbl,1821097,True,Crisler Center,Syracuse,65,True,Won,68,2014,7:30 p.m. ET,True
2014-12-06,Saturday,m-baskbl,1821099,True,Crisler Center,NJIT,72,True,Lost,70,2014,12:00 p.m. ET,False
2014-12-09,Tuesday,m-baskbl,1821101,True,Crisler Center,Eastern Michigan,45,True,Lost,42,2014,9:00 p.m. ET,False
2014-12-13,Saturday,m-baskbl,1821102,True,"Tucson, Ariz.",Arizona,80,False,Lost,53,2014,3:25 p.m. MT,False
2014-12-20,Saturday,m-baskbl,1821103,True,Crisler Center,SMU,62,True,Lost,51,2014,12:00 p.m. ET,False
2014-12-22,Monday,m-baskbl,1821104,True,Crisler Center,Coppin State,56,True,Won,72,2014,8:00 p.m. ET,False
2014-12-30,Tuesday,m-baskbl,1837114,True,Crisler Center,Illinois,65,True,Won,73,2014,3:00 p.m. ET,False
2015-01-03,Saturday,m-baskbl,1837137,True,"West Lafayette, Ind.",Purdue,64,False,Lost,51,2014,2:15 p.m. ET,False
2015-01-06,Tuesday,m-baskbl,1837109,True,"State College, Pa.",Penn State,64,False,Won,73,2014,7:00 p.m. ET,False
2015-01-10,Saturday,m-baskbl,1837138,True,Crisler Center,Minnesota,57,True,Won,62,2014,1:00 p.m. ET,False
2015-01-13,Tuesday,m-baskbl,1837110,True,"Columbus, Ohio",Ohio State,71,False,Lost,52,2014,7:00 p.m. ET,False
2015-01-17,Saturday,m-baskbl,1837139,True,Crisler Center,Northwestern,54,True,Won,56,2014,8:15 p.m. ET,False
2015-01-20,Tuesday,m-baskbl,1837142,True,"Piscataway, N.J.",Rutgers,50,False,Won,54,2014,6:30 p.m. ET,False
2015-01-24,Saturday,m-baskbl,1837153,True,Crisler Center,Wisconsin,69,True,Lost,64,2014,7:00 p.m. ET,False
2015-01-27,Tuesday,m-baskbl,1837155,True,Crisler Center,Nebraska,44,True,Won,58,2014,7:00 p.m. ET,False
2015-02-01,Sunday,m-baskbl,1837156,True,"East Lansing, Mich.",Michigan State,76,False,Lost,66,2014,1:00 p.m. ET,False
2015-02-05,Thursday,m-baskbl,1837157,True,Crisler Center,Iowa,72,True,Lost,54,2014,7:00 p.m. ET,False
2015-02-08,Sunday,m-baskbl,1837158,True,"Bloomington, Ind.",Indiana,70,False,Lost,67,2014,1:00 p.m. ET,False
2015-02-12,Thursday,m-baskbl,1837159,True,"Champaign, Ill.",Illinois,64,False,Lost,52,2014,8:00 p.m. CT,False
2015-02-17,Tuesday,m-baskbl,1837162,True,Crisler Center,Michigan State,80,True,Lost,67,2014,9:00 p.m. ET,False
2015-02-22,Sunday,m-baskbl,1837163,True,Crisler Center,Ohio State,57,True,Won,64,2014,1:00 p.m. ET,False
2015-02-28,Saturday,m-baskbl,1837164,True,"College Park, Md.",Maryland,66,False,Lost,56,2014,12:00 p.m. ET,False
2015-03-03,Tuesday,m-baskbl,1837165,True,"Evanston, Ill.",Northwestern,82,False,Lost,78,2014,8:00 p.m. CT,False
2015-03-07,Saturday,m-baskbl,1837166,True,Crisler Center,Rutgers,69,True,Won,79,2014,2:15 p.m. ET,False
2015-03-12,Thursday,m-baskbl,1892628,True,"Chicago, Ill.",Illinois,55,False,Won,73,2014,11:00 a.m. CT,True
2015-03-13,Friday,m-baskbl,1893124,True,"Chicago, Ill.",Wisconsin,71,False,Lost,60,2014,11:00 a.m. CT,True
2015-11-06,Friday,m-baskbl,1922301,True,Crisler Center,Le Moyne,52,True,Won,74,2015,7:00 p.m. ET,False
2015-11-13,Friday,m-baskbl,1922302,True,Crisler Center,Northern Michigan,44,True,Won,70,2015,7:00 p.m. ET,False
2015-11-16,Monday,m-baskbl,1922305,True,Crisler Center,Elon,68,True,Won,88,2015,7:00 p.m. ET,True
2015-11-20,Friday,m-baskbl,1922306,True,Crisler Center,Xavier,86,True,Lost,70,2015,9:00 p.m. ET,True
2015-11-25,Wednesday,m-baskbl,1950022,True,"Paradise Island, Bahamas",UConn,74,True,Lost,60,2015,9:30 p.m. ET,True
2015-11-26,Thursday,m-baskbl,1922308,True,"Paradise Island, Bahamas",Charlotte,47,False,Won,102,2015,9:30 p.m. ET,True
2015-11-27,Friday,m-baskbl,1922309,True,"Paradise Island, Bahamas",Texas,72,False,Won,78,2015,7:00 p.m. ET,True
2015-12-01,Tuesday,m-baskbl,1922310,True,"Raleigh, N.C.",NC State,59,False,Won,66,2015,7:00 p.m. ET,True
2015-12-05,Saturday,m-baskbl,1922311,True,Crisler Center,Houston Baptist,57,True,Won,82,2015,2:00 p.m. ET,False
2015-12-08,Tuesday,m-baskbl,1922312,True,"Dallas, Texas",SMU,82,False,Lost,58,2015,8:00 p.m. CT,False
2015-12-12,Saturday,m-baskbl,1922313,True,Crisler Center,Delaware State,33,True,Won,80,2015,12:00 p.m. ET,False
2015-12-15,Tuesday,m-baskbl,1922314,True,Crisler Center,Northern Kentucky,62,True,Won,77,2015,7:00 p.m. ET,False
2015-12-19,Saturday,m-baskbl,1922315,True,Crisler Center,Youngstown State,46,True,Won,105,2015,6:00 p.m. ET,False
2015-12-23,Wednesday,m-baskbl,1922316,True,Crisler Center,Bryant,60,True,Won,96,2015,7:00 p.m. ET,False
2015-12-30,Wednesday,m-baskbl,1929961,True,"Champaign, Ill.",Illinois,68,False,Won,78,2015,2:00 p.m. CT,False
2016-01-02,Saturday,m-baskbl,1929962,True,Crisler Center,Penn State,56,True,Won,79,2015,12:00 p.m. ET,False
2016-01-07,Thursday,m-baskbl,1944607,True,"West Lafayette, Ind.",Purdue,87,False,Lost,70,2015,7:00 p.m. ET,False
2016-01-12,Tuesday,m-baskbl,1929969,True,Crisler Center,Maryland,67,True,Won,70,2015,9:00 p.m. ET,False
2016-01-17,Sunday,m-baskbl,1944606,True,"Iowa City, Iowa",Iowa,82,False,Lost,71,2015,3:30 p.m. CT,False
2016-01-20,Wednesday,m-baskbl,1929979,True,Crisler Center,Minnesota,69,True,Won,74,2015,8:30 p.m. ET,False
2016-01-23,Saturday,m-baskbl,1929983,True,"Lincoln, Neb.",Nebraska,68,False,Won,81,2015,1:00 p.m. CT,False
2016-01-27,Wednesday,m-baskbl,1929987,True,Crisler Center,Rutgers,57,True,Won,68,2015,7:00 p.m. ET,False
2016-01-30,Saturday,m-baskbl,1929990,True,"New York, N.Y.",Penn State,72,False,Won,79,2015,12:00 p.m. ET,False
2016-02-02,Tuesday,m-baskbl,1929995,True,Crisler Center,Indiana,80,True,Lost,67,2015,9:00 p.m. ET,False
2016-02-06,Saturday,m-baskbl,1929999,True,Crisler Center,Michigan State,89,True,Lost,73,2015,2:00 p.m. ET,False
2016-02-10,Wednesday,m-baskbl,1930012,True,"Minneapolis, Minn.",Minnesota,74,False,Won,82,2015,8:00 p.m. CT,False
2016-02-13,Saturday,m-baskbl,1930015,True,Crisler Center,Purdue,56,True,Won,61,2015,2:00 p.m. ET,False
2016-02-16,Tuesday,m-baskbl,1930019,True,"Columbus, Ohio",Ohio State,76,False,Lost,66,2015,7:00 p.m. ET,False
2016-02-21,Sunday,m-baskbl,1932377,True,"College Park, Md.",Maryland,86,False,Lost,82,2015,1:00 p.m. ET,False
2016-02-24,Wednesday,m-baskbl,1930024,True,Crisler Center,Northwestern,63,True,Won,72,2015,7:00 p.m. ET,False
2016-02-28,Sunday,m-baskbl,1944608,True,"Madison, Wis.",Wisconsin,68,False,Lost,57,2015,5:00 p.m. CT,False
2016-03-05,Saturday,m-baskbl,1930028,True,Crisler Center,Iowa,71,True,Lost,61,2015,8:00 p.m. ET,False
2016-03-10,Thursday,m-baskbl,1972343,True,"Indianapolis, Ind.",Northwestern,70,True,Won,72,2015,12:00 p.m. ET,True
2016-03-11,Friday,m-baskbl,1972781,True,"Indianapolis, Ind.",Indiana,69,False,Won,72,2015,12:00 p.m. ET,True
2016-03-12,Saturday,m-baskbl,1972868,True,"Indianapolis, Ind.",Purdue,76,False,Lost,59,2015,1:00 p.m. ET,True
2016-03-16,Wednesday,m-baskbl,1973061,True,"Dayton, Ohio",Tulsa,62,True,Won,67,2015,9:10 p.m. ET,True
2016-03-18,Friday,m-baskbl,1973684,True,"Brooklyn, N.Y.",Notre Dame,70,False,Lost,63,2015,9:40 p.m. ET,True
2016-11-04,Friday,m-baskbl,1991664,True,Crisler Center,Armstrong State,49,True,Won,77,2016,7:00 p.m. ET,False
2016-11-11,Friday,m-baskbl,1991665,True,Crisler Center,Howard,58,True,Won,76,2016,9:00 p.m. ET,True
2016-11-13,Sunday,m-baskbl,1991666,True,Crisler Center,IUPUI,65,True,Won,77,2016,12:00 p.m. ET,True
2016-11-17,Thursday,m-baskbl,1991667,True,"New York, N.Y.",Marquette,61,False,Won,79,2016,9:30 p.m. ET,True
2016-11-18,Friday,m-baskbl,1991668,True,"New York, N.Y.",SMU,54,True,Won,76,2016,7:00 p.m. ET,True
2016-11-23,Wednesday,m-baskbl,1991669,True,"Columbia, S.C.",South Carolina,61,False,Lost,46,2016,5:00 p.m. ET,False
2016-11-26,Saturday,m-baskbl,1991670,True,Crisler Center,Mount St Mary's,47,True,Won,64,2016,7:00 p.m. ET,False
2016-11-30,Wednesday,m-baskbl,1991671,True,Crisler Center,Virginia Tech,73,True,Lost,70,2016,7:00 p.m. ET,True
2016-12-03,Saturday,m-baskbl,1991672,True,Crisler Center,Kennesaw State,55,True,Won,82,2016,1:00 p.m. ET,False
2016-12-06,Tuesday,m-baskbl,1991673,True,Crisler Center,Texas,50,True,Won,53,2016,9:00 p.m. ET,False
2016-12-10,Saturday,m-baskbl,1991674,True,"Los Angeles, Calif.",UCLA,102,False,Lost,84,2016,5:00 p.m. PT,False
2016-12-13,Tuesday,m-baskbl,1991675,True,Crisler Center,Central Arkansas,53,True,Won,97,2016,9:00 p.m. ET,False
2016-12-17,Saturday,m-baskbl,1991676,True,Crisler Center,Maryland Eastern Shore,49,True,Won,98,2016,3:00 p.m. ET,False
2016-12-22,Thursday,m-baskbl,1991677,True,Crisler Center,Furman,62,True,Won,68,2016,7:00 p.m. ET,False
2017-01-01,Sunday,m-baskbl,1998884,True,"Iowa City, Iowa",Iowa,86,False,Lost,83,2016,1:15 p.m. CT,False
2017-01-04,Wednesday,m-baskbl,1998886,True,Crisler Center,Penn State,69,True,Won,72,2016,8:30 p.m. ET,False
2017-01-07,Saturday,m-baskbl,1998887,True,Crisler Center,Maryland,77,True,Lost,70,2016,3:15 p.m. ET,False
2017-01-11,Wednesday,m-baskbl,1998888,True,"Champaign, Ill.",Illinois,85,False,Lost,69,2016,8:00 p.m. CT,False
2017-01-14,Saturday,m-baskbl,1998889,True,Crisler Center,Nebraska,85,True,Won,91,2016,2:00 p.m. ET,False
2017-01-17,Tuesday,m-baskbl,1998890,True,"Madison, Wis.",Wisconsin,68,False,Lost,64,2016,8:00 p.m. CT,False
2017-01-21,Saturday,m-baskbl,1998891,True,Crisler Center,Illinois,57,True,Won,66,2016,2:15 p.m. ET,False
2017-01-26,Thursday,m-baskbl,1998892,True,Crisler Center,Indiana,60,True,Won,90,2016,9:00 p.m. ET,False
2017-01-29,Sunday,m-baskbl,1998893,True,"East Lansing, Mich.",Michigan State,70,False,Lost,62,2016,1:00 p.m. ET,False
2017-02-04,Saturday,m-baskbl,2012556,True,Crisler Center,Ohio State,70,True,Lost,66,2016,6:00 p.m. ET,False
2017-02-07,Tuesday,m-baskbl,1998895,True,Crisler Center,Michigan State,57,True,Won,86,2016,9:00 p.m. ET,False
2017-02-12,Sunday,m-baskbl,1998899,True,"Bloomington, Ind.",Indiana,63,False,Won,75,2016,1:00 p.m. ET,False
2017-02-16,Thursday,m-baskbl,1998900,True,Crisler Center,Wisconsin,58,True,Won,64,2016,7:00 p.m. ET,False
2017-02-19,Sunday,m-baskbl,2003949,True,"Minneapolis, Minn.",Minnesota,83,False,Lost,78,2016,6:00 p.m. CT,False
2017-02-22,Wednesday,m-baskbl,1998904,True,"Piscataway, N.J.",Rutgers,64,False,Won,68,2016,6:30 p.m. ET,False
2017-02-25,Saturday,m-baskbl,2012558,True,Crisler Center,Purdue,70,True,Won,82,2016,4:00 p.m. ET,False
2017-03-01,Wednesday,m-baskbl,1998908,True,"Evanston, Ill.",Northwestern,67,False,Lost,65,2016,6:00 p.m. CT,False
2017-03-05,Sunday,m-baskbl,1998910,True,"Lincoln, Neb.",Nebraska,57,False,Won,93,2016,7:00 p.m. CT,False
2017-03-09,Thursday,m-baskbl,1991679,True,"Washington, D.C.",Illinois,55,True,Won,75,2016,12:20 p.m. ET,True
2017-03-10,Friday,m-baskbl,2031146,True,"Washington, D.C.",Purdue,70,False,Won,74,2016,12:00 p.m. ET,True
2017-03-11,Saturday,m-baskbl,2031266,True,"Washington, D.C.",Minnesota,77,False,Won,84,2016,1:00 p.m. ET,True
2017-03-12,Sunday,m-baskbl,2031573,True,"Washington, D.C.",Wisconsin,56,False,Won,71,2016,3:00 p.m. ET,True
2017-03-17,Friday,m-baskbl,2031669,True,"Indianapolis, Ind.",Oklahoma State,91,True,Won,92,2016,12:15 p.m. ET,True
2017-03-19,Sunday,m-baskbl,2032521,True,"Indianapolis, Ind.",Louisville,69,False,Won,73,2016,12:10 p.m. ET,True
2017-03-23,Thursday,m-baskbl,2032669,True,"Kansas City, Mo.",Oregon,69,False,Lost,68,2016,6:09 p.m. CT,True
